,Found Exit,Group number,Number of friends,Friends,State,Social,Observer,run_id
870,False,5.0,0.0,[],Moving towards toilet,True,False,0
871,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B596919D0>, <__main__.Visitor object at 0x0000017B59691A10>]",Moving towards bar,False,True,0
872,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B59691A10>]",No friends in vision - moving randomly,True,False,0
873,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B596919D0>]",Friends far away - not visible,False,False,0
874,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Moving towards bar,True,True,0
875,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Moving towards bar,True,False,0
876,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Waiting at bar,False,False,0
877,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B50>]",Friends close by - moving randomly,True,True,0
878,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>]",Moving towards toilet,True,True,0
879,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691BD0>],Moving towards toilet,True,False,0
880,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691B90>],Waiting at bar,True,True,0
881,False,9.0,0.0,[],Waiting at bar,False,True,0
882,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",Moving towards bar,True,False,0
883,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",Moving towards toilet,False,False,0
884,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691D10>]",Moving towards toilet,True,False,0
885,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>]",Waiting at bar,True,True,0
886,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends far away - timer went off - moving randomly,True,True,0
887,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends close by - moving randomly,True,True,0
888,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends close by - moving randomly,True,True,0
889,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>]",Waiting at bar,False,True,0
890,False,12.0,0.0,[],Waiting at bar,False,False,0
891,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691ED0>],No friends in vision - moving randomly,False,True,0
892,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691E90>],Waiting at bar,False,True,0
893,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",No friends in vision - moving randomly,True,True,0
894,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Friends far away - not visible,False,False,0
895,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Waiting at bar,False,False,0
896,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59692010>]",Moving towards toilet,True,True,0
897,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>]",Moving towards bar,True,False,0
898,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",Waiting at bar,True,True,0
899,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",Friends close by - moving randomly,True,False,0
900,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B59692110>]",No friends in vision - moving randomly,True,True,0
901,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>]",Moving towards toilet,True,True,0
902,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",Moving towards bar,False,True,0
903,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",No friends in vision - moving randomly,True,False,0
904,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B59692210>]",Waiting at bar,True,True,0
905,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>]",Friends close by - moving randomly,False,True,0
906,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",Friends close by - moving randomly,False,False,0
907,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",No friends in vision - moving randomly,False,False,0
908,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B59692310>]",Waiting at bar,True,True,0
909,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>]",Waiting at bar,True,False,0
910,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - moving closer,False,False,0
911,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - not visible,True,True,0
912,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Moving towards bar,True,True,0
913,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - timer went off - moving randomly,False,True,0
914,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>]",Moving towards bar,False,True,0
915,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",Moving towards bar,True,False,0
916,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",Waiting at bar,False,False,0
917,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",Waiting at bar,True,False,0
918,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692590>]",Friends far away - not visible,False,True,0
919,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>]",Waiting at bar,False,False,0
920,False,20.0,1.0,[<__main__.Visitor object at 0x0000017B59692610>],Waiting at bar,False,True,0
921,False,20.0,1.0,[<__main__.Visitor object at 0x0000017B596925D0>],No friends in vision - moving randomly,True,True,0
922,False,21.0,1.0,[<__main__.Visitor object at 0x0000017B59692690>],Friends far away - moving closer,True,False,0
923,False,21.0,1.0,[<__main__.Visitor object at 0x0000017B59692650>],No friends in vision - moving randomly,True,False,0
924,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B59692790>, <__main__.Visitor object at 0x0000017B596927D0>]",Friends close by - moving randomly,False,True,0
925,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B59692790>, <__main__.Visitor object at 0x0000017B596927D0>]",Moving towards toilet,True,True,0
926,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692790>, <__main__.Visitor object at 0x0000017B596927D0>]",Friends close by - moving randomly,False,True,0
927,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B596927D0>]",Moving towards toilet,False,True,0
928,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B59692790>]",Moving towards toilet,True,False,0
929,False,23.0,1.0,[<__main__.Visitor object at 0x0000017B59692850>],Waiting at bar,False,True,0
930,False,23.0,1.0,[<__main__.Visitor object at 0x0000017B59692810>],Waiting at bar,True,True,0
931,False,24.0,2.0,"[<__main__.Visitor object at 0x0000017B596928D0>, <__main__.Visitor object at 0x0000017B59692910>]",Moving towards toilet,False,True,0
932,False,24.0,2.0,"[<__main__.Visitor object at 0x0000017B59692890>, <__main__.Visitor object at 0x0000017B59692910>]",No friends in vision - moving randomly,True,True,0
933,False,24.0,2.0,"[<__main__.Visitor object at 0x0000017B59692890>, <__main__.Visitor object at 0x0000017B596928D0>]",Moving towards bar,True,True,0
934,False,25.0,1.0,[<__main__.Visitor object at 0x0000017B59692990>],Friends close by - moving randomly,False,True,0
935,False,25.0,1.0,[<__main__.Visitor object at 0x0000017B59692950>],Waiting at bar,False,False,0
936,False,26.0,0.0,[],No friends in vision - moving randomly,True,True,0
937,False,27.0,2.0,"[<__main__.Visitor object at 0x0000017B59692A50>, <__main__.Visitor object at 0x0000017B59692A90>]",No friends in vision - moving randomly,False,True,0
938,False,27.0,2.0,"[<__main__.Visitor object at 0x0000017B59692A10>, <__main__.Visitor object at 0x0000017B59692A90>]",Moving towards bar,True,True,0
939,False,27.0,2.0,"[<__main__.Visitor object at 0x0000017B59692A10>, <__main__.Visitor object at 0x0000017B59692A50>]",Friends far away - moving closer,True,True,0
940,False,28.0,0.0,[],No friends in vision - moving randomly,True,True,0
941,False,29.0,1.0,[<__main__.Visitor object at 0x0000017B59692B50>],Friends close by - moving randomly,True,True,0
942,False,29.0,1.0,[<__main__.Visitor object at 0x0000017B59692B10>],Waiting at bar,True,True,0
943,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692BD0>, <__main__.Visitor object at 0x0000017B59692C10>, <__main__.Visitor object at 0x0000017B59692C50>]",Waiting at bar,True,False,0
944,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692B90>, <__main__.Visitor object at 0x0000017B59692C10>, <__main__.Visitor object at 0x0000017B59692C50>]",No friends in vision - moving randomly,True,True,0
945,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692B90>, <__main__.Visitor object at 0x0000017B59692BD0>, <__main__.Visitor object at 0x0000017B59692C50>]",Waiting at bar,True,True,0
946,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692B90>, <__main__.Visitor object at 0x0000017B59692BD0>, <__main__.Visitor object at 0x0000017B59692C10>]",Moving towards bar,True,True,0
947,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692CD0>, <__main__.Visitor object at 0x0000017B59692D10>, <__main__.Visitor object at 0x0000017B59692D50>]",No friends in vision - moving randomly,True,True,0
948,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692C90>, <__main__.Visitor object at 0x0000017B59692D10>, <__main__.Visitor object at 0x0000017B59692D50>]",Moving towards toilet,True,True,0
949,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692C90>, <__main__.Visitor object at 0x0000017B59692CD0>, <__main__.Visitor object at 0x0000017B59692D50>]",Moving towards bar,True,False,0
950,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692C90>, <__main__.Visitor object at 0x0000017B59692CD0>, <__main__.Visitor object at 0x0000017B59692D10>]",No friends in vision - moving randomly,True,False,0
951,False,32.0,2.0,"[<__main__.Visitor object at 0x0000017B59692DD0>, <__main__.Visitor object at 0x0000017B59692E10>]",Friends far away - moving closer,True,False,0
952,False,32.0,2.0,"[<__main__.Visitor object at 0x0000017B59692D90>, <__main__.Visitor object at 0x0000017B59692E10>]",No friends in vision - moving randomly,False,True,0
953,False,32.0,2.0,"[<__main__.Visitor object at 0x0000017B59692D90>, <__main__.Visitor object at 0x0000017B59692DD0>]",No friends in vision - moving randomly,False,False,0
954,False,33.0,0.0,[],No friends in vision - moving randomly,True,False,0
955,False,34.0,0.0,[],No friends in vision - moving randomly,True,False,0
956,,,,,,,,0
957,,,,,,,,0
958,,,,,,,,0
959,,,,,,,,0
960,,,,,,,,0
961,,,,,,,,0
962,,,,,,,,0
963,False,0.0,1.0,[<__main__.Visitor object at 0x0000017B3297F650>],Moving towards toilet,True,True,0
964,False,0.0,1.0,[<__main__.Visitor object at 0x0000017B59691490>],Waiting at bar,False,False,0
965,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B572511D0>, <__main__.Visitor object at 0x0000017B57251CD0>]",Moving towards toilet,False,False,0
966,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B5739BE10>, <__main__.Visitor object at 0x0000017B57251CD0>]",Moving towards toilet,False,False,0
967,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B5739BE10>, <__main__.Visitor object at 0x0000017B572511D0>]",Moving towards toilet,True,True,0
968,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B57252190>, <__main__.Visitor object at 0x0000017B596917D0>]",No friends in vision - moving randomly,True,True,0
969,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B32671550>, <__main__.Visitor object at 0x0000017B596917D0>]",Friends close by - moving randomly,True,True,0
970,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B32671550>, <__main__.Visitor object at 0x0000017B57252190>]",Waiting at bar,True,True,0
971,False,3.0,0.0,[],Moving towards toilet,False,False,0
972,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",No friends in vision - moving randomly,True,False,0
973,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",Moving towards bar,False,True,0
974,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",Waiting at bar,True,True,0
975,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B59691910>]",Friends close by - moving randomly,False,True,0
976,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>]",Moving towards toilet,False,True,0
977,False,5.0,0.0,[],Moving towards toilet,True,False,0
978,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B596919D0>, <__main__.Visitor object at 0x0000017B59691A10>]",Moving towards bar,False,True,0
979,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B59691A10>]",Moving towards toilet,True,False,0
980,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B596919D0>]",Friends far away - not visible,False,False,0
981,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Moving towards bar,True,True,0
982,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Waiting at bar,True,False,0
983,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Waiting at bar,False,False,0
984,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B50>]",Moving towards bar,True,True,0
985,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>]",Moving towards toilet,True,True,0
986,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691BD0>],Moving towards toilet,True,False,0
987,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691B90>],Waiting at bar,True,True,0
988,False,9.0,0.0,[],Waiting at bar,False,True,0
989,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",Moving towards bar,True,False,0
990,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",Moving towards toilet,False,False,0
991,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691D10>]",Moving towards toilet,True,False,0
992,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>]",Waiting at bar,True,True,0
993,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends close by - moving randomly,True,True,0
994,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",Moving towards bar,True,True,0
995,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends close by - moving randomly,True,True,0
996,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>]",Waiting at bar,False,True,0
997,False,12.0,0.0,[],Waiting at bar,False,False,0
998,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691ED0>],Friends far away - moving closer,False,True,0
999,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691E90>],Waiting at bar,False,True,0
1000,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Moving towards bar,True,True,0
1001,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Friends close by - moving randomly,False,False,0
1002,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Waiting at bar,False,False,0
1003,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59692010>]",Friends far away - not visible,True,True,0
1004,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>]",Moving towards bar,True,False,0
1005,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",Waiting at bar,True,True,0
1006,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",Friends close by - moving randomly,True,False,0
1007,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B59692110>]",No friends in vision - moving randomly,True,True,0
1008,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>]",Moving towards toilet,True,True,0
1009,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",Moving towards bar,False,True,0
1010,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",No friends in vision - moving randomly,True,False,0
1011,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B59692210>]",Waiting at bar,True,True,0
1012,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>]",Friends far away - timer went off - moving randomly,False,True,0
1013,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",Friends close by - moving randomly,False,False,0
1014,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",Friends far away - not visible,False,False,0
1015,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B59692310>]",Waiting at bar,True,True,0
1016,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>]",Waiting at bar,True,False,0
1017,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - timer went off - moving randomly,False,False,0
1018,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - not visible,True,True,0
1019,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Moving towards bar,True,True,0
1020,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - moving closer,False,True,0
1021,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>]",Moving towards bar,False,True,0
1022,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",Moving towards bar,True,False,0
1023,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",Waiting at bar,False,False,0
