,Found Exit,Group number,Number of friends,Friends,State,Social,Observer,run_id
0,False,0.0,1.0,[<__main__.Visitor object at 0x0000017B3297F650>],,True,True,0
1,False,0.0,1.0,[<__main__.Visitor object at 0x0000017B59691490>],,False,False,0
2,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B572511D0>, <__main__.Visitor object at 0x0000017B57251CD0>]",,False,False,0
3,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B5739BE10>, <__main__.Visitor object at 0x0000017B57251CD0>]",,False,False,0
4,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B5739BE10>, <__main__.Visitor object at 0x0000017B572511D0>]",,True,True,0
5,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B57252190>, <__main__.Visitor object at 0x0000017B596917D0>]",,True,True,0
6,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B32671550>, <__main__.Visitor object at 0x0000017B596917D0>]",,True,True,0
7,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B32671550>, <__main__.Visitor object at 0x0000017B57252190>]",,True,True,0
8,False,3.0,0.0,[],,False,False,0
9,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",,True,False,0
10,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",,False,True,0
11,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",,True,True,0
12,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B59691910>]",,False,True,0
13,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>]",,False,True,0
14,False,5.0,0.0,[],,True,False,0
15,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B596919D0>, <__main__.Visitor object at 0x0000017B59691A10>]",,False,True,0
16,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B59691A10>]",,True,False,0
17,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B596919D0>]",,False,False,0
18,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",,True,True,0
19,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",,True,False,0
20,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",,False,False,0
21,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B50>]",,True,True,0
22,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>]",,True,True,0
23,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691BD0>],,True,False,0
24,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691B90>],,True,True,0
25,False,9.0,0.0,[],,False,True,0
26,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",,True,False,0
27,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",,False,False,0
28,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691D10>]",,True,False,0
29,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>]",,True,True,0
30,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",,True,True,0
31,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",,True,True,0
32,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691E10>]",,True,True,0
33,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>]",,False,True,0
34,False,12.0,0.0,[],,False,False,0
35,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691ED0>],,False,True,0
36,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691E90>],,False,True,0
37,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",,True,True,0
38,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",,False,False,0
39,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",,False,False,0
40,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59692010>]",,True,True,0
41,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>]",,True,False,0
42,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",,True,True,0
43,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",,True,False,0
44,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B59692110>]",,True,True,0
45,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>]",,True,True,0
46,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",,False,True,0
47,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",,True,False,0
48,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B59692210>]",,True,True,0
49,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>]",,False,True,0
50,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",,False,False,0
51,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",,False,False,0
52,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B59692310>]",,True,True,0
53,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>]",,True,False,0
54,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",,False,False,0
55,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",,True,True,0
56,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",,True,True,0
57,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692450>]",,False,True,0
58,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>]",,False,True,0
59,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",,True,False,0
60,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",,False,False,0
61,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692550>, <__main__.Visitor object at 0x0000017B59692590>]",,True,False,0
62,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692590>]",,False,True,0
63,False,19.0,4.0,"[<__main__.Visitor object at 0x0000017B59692490>, <__main__.Visitor object at 0x0000017B596924D0>, <__main__.Visitor object at 0x0000017B59692510>, <__main__.Visitor object at 0x0000017B59692550>]",,False,False,0
64,False,20.0,1.0,[<__main__.Visitor object at 0x0000017B59692610>],,False,True,0
65,False,20.0,1.0,[<__main__.Visitor object at 0x0000017B596925D0>],,True,True,0
66,False,21.0,1.0,[<__main__.Visitor object at 0x0000017B59692690>],,True,False,0
67,False,21.0,1.0,[<__main__.Visitor object at 0x0000017B59692650>],,True,False,0
68,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B59692790>, <__main__.Visitor object at 0x0000017B596927D0>]",,False,True,0
69,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B59692790>, <__main__.Visitor object at 0x0000017B596927D0>]",,True,True,0
70,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692790>, <__main__.Visitor object at 0x0000017B596927D0>]",,False,True,0
71,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B596927D0>]",,False,True,0
72,False,22.0,4.0,"[<__main__.Visitor object at 0x0000017B596926D0>, <__main__.Visitor object at 0x0000017B59692710>, <__main__.Visitor object at 0x0000017B59692750>, <__main__.Visitor object at 0x0000017B59692790>]",,True,False,0
73,False,23.0,1.0,[<__main__.Visitor object at 0x0000017B59692850>],,False,True,0
74,False,23.0,1.0,[<__main__.Visitor object at 0x0000017B59692810>],,True,True,0
75,False,24.0,2.0,"[<__main__.Visitor object at 0x0000017B596928D0>, <__main__.Visitor object at 0x0000017B59692910>]",,False,True,0
76,False,24.0,2.0,"[<__main__.Visitor object at 0x0000017B59692890>, <__main__.Visitor object at 0x0000017B59692910>]",,True,True,0
77,False,24.0,2.0,"[<__main__.Visitor object at 0x0000017B59692890>, <__main__.Visitor object at 0x0000017B596928D0>]",,True,True,0
78,False,25.0,1.0,[<__main__.Visitor object at 0x0000017B59692990>],,False,True,0
79,False,25.0,1.0,[<__main__.Visitor object at 0x0000017B59692950>],,False,False,0
80,False,26.0,0.0,[],,True,True,0
81,False,27.0,2.0,"[<__main__.Visitor object at 0x0000017B59692A50>, <__main__.Visitor object at 0x0000017B59692A90>]",,False,True,0
82,False,27.0,2.0,"[<__main__.Visitor object at 0x0000017B59692A10>, <__main__.Visitor object at 0x0000017B59692A90>]",,True,True,0
83,False,27.0,2.0,"[<__main__.Visitor object at 0x0000017B59692A10>, <__main__.Visitor object at 0x0000017B59692A50>]",,True,True,0
84,False,28.0,0.0,[],,True,True,0
85,False,29.0,1.0,[<__main__.Visitor object at 0x0000017B59692B50>],,True,True,0
86,False,29.0,1.0,[<__main__.Visitor object at 0x0000017B59692B10>],,True,True,0
87,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692BD0>, <__main__.Visitor object at 0x0000017B59692C10>, <__main__.Visitor object at 0x0000017B59692C50>]",,True,False,0
88,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692B90>, <__main__.Visitor object at 0x0000017B59692C10>, <__main__.Visitor object at 0x0000017B59692C50>]",,True,True,0
89,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692B90>, <__main__.Visitor object at 0x0000017B59692BD0>, <__main__.Visitor object at 0x0000017B59692C50>]",,True,True,0
90,False,30.0,3.0,"[<__main__.Visitor object at 0x0000017B59692B90>, <__main__.Visitor object at 0x0000017B59692BD0>, <__main__.Visitor object at 0x0000017B59692C10>]",,True,True,0
91,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692CD0>, <__main__.Visitor object at 0x0000017B59692D10>, <__main__.Visitor object at 0x0000017B59692D50>]",,True,True,0
92,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692C90>, <__main__.Visitor object at 0x0000017B59692D10>, <__main__.Visitor object at 0x0000017B59692D50>]",,True,True,0
93,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692C90>, <__main__.Visitor object at 0x0000017B59692CD0>, <__main__.Visitor object at 0x0000017B59692D50>]",,True,False,0
94,False,31.0,3.0,"[<__main__.Visitor object at 0x0000017B59692C90>, <__main__.Visitor object at 0x0000017B59692CD0>, <__main__.Visitor object at 0x0000017B59692D10>]",,True,False,0
95,False,32.0,2.0,"[<__main__.Visitor object at 0x0000017B59692DD0>, <__main__.Visitor object at 0x0000017B59692E10>]",,True,False,0
96,False,32.0,2.0,"[<__main__.Visitor object at 0x0000017B59692D90>, <__main__.Visitor object at 0x0000017B59692E10>]",,False,True,0
97,False,32.0,2.0,"[<__main__.Visitor object at 0x0000017B59692D90>, <__main__.Visitor object at 0x0000017B59692DD0>]",,False,False,0
98,False,33.0,0.0,[],,True,False,0
99,False,34.0,0.0,[],,True,False,0
100,,,,,,,,0
101,,,,,,,,0
102,,,,,,,,0
103,,,,,,,,0
104,,,,,,,,0
105,,,,,,,,0
106,,,,,,,,0
107,False,0.0,1.0,[<__main__.Visitor object at 0x0000017B3297F650>],Friends far away - not visible,True,True,0
108,False,0.0,1.0,[<__main__.Visitor object at 0x0000017B59691490>],Friends close by - moving randomly,False,False,0
109,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B572511D0>, <__main__.Visitor object at 0x0000017B57251CD0>]",Friends close by - moving randomly,False,False,0
110,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B5739BE10>, <__main__.Visitor object at 0x0000017B57251CD0>]",Friends close by - moving randomly,False,False,0
111,False,1.0,2.0,"[<__main__.Visitor object at 0x0000017B5739BE10>, <__main__.Visitor object at 0x0000017B572511D0>]",Friends far away - moving closer,True,True,0
112,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B57252190>, <__main__.Visitor object at 0x0000017B596917D0>]",Friends close by - moving randomly,True,True,0
113,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B32671550>, <__main__.Visitor object at 0x0000017B596917D0>]",Friends close by - moving randomly,True,True,0
114,False,2.0,2.0,"[<__main__.Visitor object at 0x0000017B32671550>, <__main__.Visitor object at 0x0000017B57252190>]",Friends close by - moving randomly,True,True,0
115,False,3.0,0.0,[],No friends in vision - moving randomly,False,False,0
116,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",Friends close by - moving randomly,True,False,0
117,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",Friends close by - moving randomly,False,True,0
118,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B596918D0>, <__main__.Visitor object at 0x0000017B59691910>]",Friends close by - moving randomly,True,True,0
119,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B59691910>]",Friends close by - moving randomly,False,True,0
120,False,4.0,4.0,"[<__main__.Visitor object at 0x0000017B5635A0D0>, <__main__.Visitor object at 0x0000017B59691890>, <__main__.Visitor object at 0x0000017B59691790>, <__main__.Visitor object at 0x0000017B596918D0>]",Friends close by - moving randomly,False,True,0
121,False,5.0,0.0,[],No friends in vision - moving randomly,True,False,0
122,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B596919D0>, <__main__.Visitor object at 0x0000017B59691A10>]",Friends close by - moving randomly,False,True,0
123,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B59691A10>]",Friends close by - moving randomly,True,False,0
124,False,6.0,2.0,"[<__main__.Visitor object at 0x0000017B59691990>, <__main__.Visitor object at 0x0000017B596919D0>]",Friends close by - moving randomly,False,False,0
125,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Friends close by - moving randomly,True,True,0
126,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Friends close by - moving randomly,True,False,0
127,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691B10>, <__main__.Visitor object at 0x0000017B59691B50>]",Friends close by - moving randomly,False,False,0
128,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B50>]",Friends close by - moving randomly,True,True,0
129,False,7.0,4.0,"[<__main__.Visitor object at 0x0000017B59691A50>, <__main__.Visitor object at 0x0000017B59691A90>, <__main__.Visitor object at 0x0000017B59691AD0>, <__main__.Visitor object at 0x0000017B59691B10>]",Friends close by - moving randomly,True,True,0
130,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691BD0>],Friends close by - moving randomly,True,False,0
131,False,8.0,1.0,[<__main__.Visitor object at 0x0000017B59691B90>],Friends close by - moving randomly,True,True,0
132,False,9.0,0.0,[],No friends in vision - moving randomly,False,True,0
133,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",Friends close by - moving randomly,True,False,0
134,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691CD0>, <__main__.Visitor object at 0x0000017B59691D10>]",Friends close by - moving randomly,False,False,0
135,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691D10>]",Friends far away - moving closer,True,False,0
136,False,10.0,3.0,"[<__main__.Visitor object at 0x0000017B59691C50>, <__main__.Visitor object at 0x0000017B59691C90>, <__main__.Visitor object at 0x0000017B59691CD0>]",Friends close by - moving randomly,True,True,0
137,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",No friends in vision - moving randomly,True,True,0
138,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691DD0>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends close by - moving randomly,True,True,0
139,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691E10>]",Friends close by - moving randomly,True,True,0
140,False,11.0,3.0,"[<__main__.Visitor object at 0x0000017B59691D50>, <__main__.Visitor object at 0x0000017B59691D90>, <__main__.Visitor object at 0x0000017B59691DD0>]",No friends in vision - moving randomly,False,True,0
141,False,12.0,0.0,[],No friends in vision - moving randomly,False,False,0
142,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691ED0>],No friends in vision - moving randomly,False,True,0
143,False,13.0,1.0,[<__main__.Visitor object at 0x0000017B59691E90>],No friends in vision - moving randomly,False,True,0
144,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",No friends in vision - moving randomly,True,True,0
145,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Friends close by - moving randomly,False,False,0
146,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691FD0>, <__main__.Visitor object at 0x0000017B59692010>]",Friends close by - moving randomly,False,False,0
147,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59692010>]",Friends close by - moving randomly,True,True,0
148,False,14.0,4.0,"[<__main__.Visitor object at 0x0000017B59691F10>, <__main__.Visitor object at 0x0000017B59691F50>, <__main__.Visitor object at 0x0000017B59691F90>, <__main__.Visitor object at 0x0000017B59691FD0>]",Friends close by - moving randomly,True,False,0
149,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",Friends far away - not visible,True,True,0
150,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B596920D0>, <__main__.Visitor object at 0x0000017B59692110>]",Friends close by - moving randomly,True,False,0
151,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B59692110>]",Friends close by - moving randomly,True,True,0
152,False,15.0,3.0,"[<__main__.Visitor object at 0x0000017B59692050>, <__main__.Visitor object at 0x0000017B59692090>, <__main__.Visitor object at 0x0000017B596920D0>]",Friends close by - moving randomly,True,True,0
153,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",Friends close by - moving randomly,False,True,0
154,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B596921D0>, <__main__.Visitor object at 0x0000017B59692210>]",Friends close by - moving randomly,True,False,0
155,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B59692210>]",Friends close by - moving randomly,True,True,0
156,False,16.0,3.0,"[<__main__.Visitor object at 0x0000017B59692150>, <__main__.Visitor object at 0x0000017B59692190>, <__main__.Visitor object at 0x0000017B596921D0>]",Friends far away - moving closer,False,True,0
157,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",Friends close by - moving randomly,False,False,0
158,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B596922D0>, <__main__.Visitor object at 0x0000017B59692310>]",Friends far away - moving closer,False,False,0
159,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B59692310>]",Friends far away - moving closer,True,True,0
160,False,17.0,3.0,"[<__main__.Visitor object at 0x0000017B59692250>, <__main__.Visitor object at 0x0000017B59692290>, <__main__.Visitor object at 0x0000017B596922D0>]",Friends far away - not visible,True,False,0
161,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends close by - moving randomly,False,False,0
162,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B596923D0>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends close by - moving randomly,True,True,0
163,False,18.0,4.0,"[<__main__.Visitor object at 0x0000017B59692350>, <__main__.Visitor object at 0x0000017B59692390>, <__main__.Visitor object at 0x0000017B59692410>, <__main__.Visitor object at 0x0000017B59692450>]",Friends far away - moving closer,True,True,0
