Active Agents,Exited Agents,Cumulative Exited Agents,Agents per Cell - Main Exit,Agents per Cell - South West Exit,Agents per Cell - North West Exit,Agents per Cell - East Exit,Agents per Cell - South East Exit,Agents per Cell - First South Exit,Agents per Cell - First North Exit,Agents per Cell - Stairs North,Agents per Cell - Stairs South,Agents per Cell - North Stairs,Agents per Cell - South Stairs,varied_parameter,varied_value
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.75,number_of_visitors,800.0
801,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.25,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,number_of_visitors,800.0
801,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.25,1.0,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.75,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.75,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.25,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.75,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,2.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.5,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.25,2.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.25,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.25,3.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.75,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.5,0.5,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.25,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,0.75,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.25,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.75,2.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.5,0.75,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,2.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.5,1.5,1.75,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.75,2.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,2.75,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.5,2.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.75,2.0,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.75,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.5,1.0,1.25,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,1.0,2.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.75,1.0,number_of_visitors,800.0
801,0,0,0.125,0.0,0.0,0.0,2.0,1.0,1.0,0.5,1.5,0.25,2.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.75,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.5,0.5,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.5,1.0,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.75,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,0.5,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.5,0.25,1.25,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.25,1.5,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.75,1.75,number_of_visitors,800.0
801,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.5,1.25,number_of_visitors,800.0
799,0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.75,number_of_visitors,800.0
796,0,5,0.125,0.0,0.0,0.0,1.0,0.0,2.0,0.5,0.0,0.25,0.75,number_of_visitors,800.0
792,0,9,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,1.0,0.75,1.0,number_of_visitors,800.0
778,0,23,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,number_of_visitors,800.0
775,0,26,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.5,0.5,0.25,1.75,number_of_visitors,800.0
769,0,32,0.125,2.0,0.0,0.0,1.0,5.0,6.0,0.0,0.5,0.25,1.0,number_of_visitors,800.0
754,0,47,0.0,3.0,0.0,0.0,4.0,4.0,3.0,0.5,0.5,0.5,2.25,number_of_visitors,800.0
740,0,61,0.125,2.0,2.0,1.0,5.0,1.0,6.0,0.0,2.0,0.25,2.75,number_of_visitors,800.0
722,0,79,0.25,5.0,0.0,2.0,3.0,1.0,9.0,0.0,1.5,0.25,2.5,number_of_visitors,800.0
700,0,101,0.25,0.0,0.0,0.0,0.0,5.0,9.0,0.0,1.5,0.75,2.25,number_of_visitors,800.0
684,0,117,0.375,0.0,2.0,1.0,2.0,6.0,8.0,0.5,1.0,2.0,3.0,number_of_visitors,800.0
662,0,139,0.25,2.0,1.0,0.0,1.0,1.0,6.0,0.5,1.5,0.75,2.0,number_of_visitors,800.0
649,0,152,0.25,1.0,0.0,1.0,1.0,6.0,3.0,0.0,0.5,1.25,1.25,number_of_visitors,800.0
635,0,166,0.5,3.0,1.0,2.0,2.0,2.0,5.0,1.5,2.5,1.5,3.75,number_of_visitors,800.0
616,0,185,0.25,2.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,1.0,2.5,number_of_visitors,800.0
601,0,200,0.875,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.25,2.25,number_of_visitors,800.0
590,0,211,0.5,1.0,1.0,0.0,0.0,0.0,3.0,1.5,1.0,2.0,2.0,number_of_visitors,800.0
581,0,220,0.875,1.0,0.0,1.0,2.0,0.0,6.0,1.0,2.5,2.0,2.25,number_of_visitors,800.0
564,0,237,0.375,0.0,0.0,0.0,2.0,0.0,1.0,0.5,2.5,0.25,2.75,number_of_visitors,800.0
558,0,243,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.5,2.0,0.75,2.0,number_of_visitors,800.0
552,0,249,0.25,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.5,0.5,1.0,number_of_visitors,800.0
542,0,259,0.875,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.5,1.0,2.0,number_of_visitors,800.0
532,0,269,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,1.75,number_of_visitors,800.0
528,0,273,0.75,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.5,0.75,1.0,number_of_visitors,800.0
516,0,285,0.625,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,0.5,2.0,number_of_visitors,800.0
508,0,293,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,1.75,number_of_visitors,800.0
497,0,304,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,2.0,number_of_visitors,800.0
493,0,308,0.875,2.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.5,2.75,number_of_visitors,800.0
479,0,322,0.5,1.0,0.0,1.0,2.0,0.0,1.0,0.5,3.5,1.0,2.75,number_of_visitors,800.0
470,0,331,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,1.25,number_of_visitors,800.0
467,0,334,0.75,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.5,0.25,1.25,number_of_visitors,800.0
454,0,347,1.25,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.75,1.5,number_of_visitors,800.0
442,0,359,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.25,1.5,number_of_visitors,800.0
427,0,374,0.875,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.25,number_of_visitors,800.0
418,0,383,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.5,0.25,1.0,number_of_visitors,800.0
410,0,391,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.25,1.0,number_of_visitors,800.0
403,0,398,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.25,number_of_visitors,800.0
395,0,406,0.75,2.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.75,0.75,number_of_visitors,800.0
385,0,416,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,number_of_visitors,800.0
378,0,423,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.75,number_of_visitors,800.0
367,0,434,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.75,0.25,number_of_visitors,800.0
347,0,454,2.25,2.0,1.0,0.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,number_of_visitors,800.0
322,0,479,1.875,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.75,number_of_visitors,800.0
305,0,496,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
282,0,519,2.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,number_of_visitors,800.0
261,0,540,2.375,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0,number_of_visitors,800.0
240,0,561,1.875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,number_of_visitors,800.0
223,0,578,2.5,1.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,0.5,0.0,number_of_visitors,800.0
199,0,602,1.625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.25,number_of_visitors,800.0
185,0,616,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,number_of_visitors,800.0
174,0,627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,number_of_visitors,800.0
158,0,643,1.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,number_of_visitors,800.0
142,0,659,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.5,number_of_visitors,800.0
132,0,669,1.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.25,number_of_visitors,800.0
120,0,681,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,number_of_visitors,800.0
113,0,688,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,number_of_visitors,800.0
102,0,699,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,number_of_visitors,800.0
92,0,709,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
84,0,717,0.75,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,number_of_visitors,800.0
75,0,726,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,number_of_visitors,800.0
71,0,730,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,number_of_visitors,800.0
67,0,734,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
65,0,736,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
64,0,737,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
62,0,739,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
60,0,741,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,number_of_visitors,800.0
55,0,746,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
52,0,749,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,number_of_visitors,800.0
49,0,752,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,number_of_visitors,800.0
47,0,754,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
45,0,756,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
44,0,757,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
41,0,760,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
39,0,762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
39,0,762,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
36,0,765,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
34,0,767,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
33,0,768,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
32,0,769,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
31,0,770,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
30,0,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
30,0,771,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
28,0,773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
28,0,773,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
27,0,774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
26,0,775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
26,0,775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
25,0,776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
25,0,776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
24,0,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
24,0,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
24,0,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
24,0,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
24,0,777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
23,0,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
23,0,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
23,0,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
23,0,778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
22,0,779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
21,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
21,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
21,0,780,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
20,0,781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
19,0,782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
18,0,783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
18,0,783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
18,0,783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
17,0,784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
16,0,785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
16,0,785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number_of_visitors,800.0
