,Active Agents,Exited Agents,Cumulative Exited Agents,Agents per Cell - Main Exit,Agents per Cell - South West Exit,Agents per Cell - North West Exit,Agents per Cell - East Exit,Agents per Cell - South East Exit,Agents per Cell - First South Exit,Agents per Cell - First North Exit,Agents per Cell - Stairs North,Agents per Cell - Stairs South,Agents per Cell - North Stairs,Agents per Cell - South Stairs,run_id
83,1001,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,0
84,1001,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,4.0,0.25,2.75,0
85,1001,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,3.0,0.75,2.75,0
86,1001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.25,2.5,0
87,1001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,2.0,0
88,1001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.5,2.0,0
89,1001,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5,2.0,0
90,1001,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.5,1.25,1.75,0
91,1000,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.75,1.0,0
92,998,0,3,0.25,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.25,2.0,0
93,994,0,7,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.5,0.5,0.75,2.0,0
94,988,0,13,0.125,0.0,0.0,1.0,1.0,0.0,7.0,0.5,1.5,1.25,1.5,0
95,978,0,23,0.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,3.0,0.25,2.5,0
96,967,0,34,0.125,1.0,0.0,0.0,4.0,4.0,9.0,1.0,0.5,1.0,2.5,0
97,948,0,53,0.75,5.0,0.0,2.0,2.0,2.0,8.0,1.0,0.5,1.25,4.0,0
98,923,0,78,0.375,1.0,0.0,0.0,3.0,1.0,9.0,0.5,2.5,1.5,4.25,0
99,906,0,95,0.125,1.0,0.0,2.0,2.0,3.0,7.0,0.0,4.5,2.0,4.25,0
100,890,0,111,0.375,1.0,2.0,0.0,1.0,3.0,6.0,2.5,1.0,2.0,3.5,0
101,874,0,127,0.625,2.0,4.0,0.0,3.0,3.0,8.0,1.5,2.0,2.25,4.25,0
102,849,0,152,0.25,2.0,1.0,1.0,0.0,6.0,7.0,0.0,2.0,3.25,4.0,0
103,830,0,171,0.375,0.0,0.0,1.0,2.0,12.0,5.0,3.0,3.0,2.5,3.0,0
104,807,0,194,0.25,0.0,0.0,2.0,2.0,10.0,4.0,2.0,2.0,1.75,1.75,0
105,787,0,214,1.0,0.0,1.0,1.0,1.0,7.0,10.0,0.5,1.5,3.25,3.0,0
106,759,0,242,0.5,0.0,1.0,2.0,0.0,3.0,4.0,1.0,1.0,1.5,1.75,0
107,745,0,256,0.5,0.0,0.0,0.0,1.0,7.0,3.0,0.5,1.0,0.5,2.25,0
108,730,0,271,0.625,0.0,1.0,0.0,1.0,5.0,5.0,0.0,1.5,0.75,2.0,0
109,713,0,288,0.375,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.75,0
110,705,0,296,0.75,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.5,2.0,0
111,692,0,309,0.625,0.0,0.0,0.0,1.0,0.0,3.0,1.5,1.5,0.75,1.75,0
112,683,0,318,0.625,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.5,0.25,2.25,0
113,674,0,327,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.75,1.75,0
114,660,0,341,1.125,2.0,1.0,0.0,0.0,0.0,2.0,1.5,1.0,1.25,1.5,0
115,646,0,355,1.375,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.5,1.5,0
116,632,0,369,1.875,3.0,0.0,0.0,1.0,1.0,3.0,0.5,1.5,0.5,1.75,0
117,609,0,392,0.625,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.5,1.5,2.0,0
118,599,0,402,1.375,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.25,1.5,0
119,578,0,423,1.125,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.25,2.25,0
120,563,0,438,1.875,2.0,2.0,1.0,1.0,0.0,1.0,0.5,0.5,0.75,0.75,0
121,541,0,460,0.75,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.75,0.75,0
122,528,0,473,1.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.25,0.5,0
123,513,0,488,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.25,0.5,0
124,504,0,497,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0
125,498,0,503,1.125,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.75,0.0,0
126,483,0,518,0.75,4.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.5,0.75,0
127,471,0,530,0.875,2.0,1.0,0.0,1.0,0.0,2.0,1.5,0.0,1.25,0.25,0
128,458,0,543,1.875,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.25,0.5,0
129,437,0,564,0.875,3.0,0.0,1.0,0.0,0.0,1.0,1.5,0.5,1.25,0.75,0
130,425,0,576,1.375,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,1.5,0.5,0
131,408,0,593,2.375,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.5,0.25,0
132,387,0,614,3.125,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0
133,358,0,643,1.75,1.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0,0
134,340,0,661,2.375,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0
135,319,0,682,2.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.75,0.0,0
136,296,0,705,2.125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0
137,277,0,724,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.25,0.0,0
138,255,0,746,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0
139,239,0,762,2.375,3.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0
140,216,0,785,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0
141,197,0,804,2.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0
142,177,0,824,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
143,158,0,843,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0
144,145,0,856,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
145,132,0,869,1.375,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
146,117,0,884,1.125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
147,106,0,895,1.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
148,96,0,905,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
149,84,0,917,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150,81,0,920,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,80,0,921,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
152,79,0,922,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,75,0,926,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
154,73,0,928,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
155,66,0,935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156,66,0,935,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
157,64,0,937,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
158,60,0,941,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159,59,0,942,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,56,0,945,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161,55,0,946,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162,54,0,947,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163,51,0,950,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164,49,0,952,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
165,44,0,957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
166,44,0,957,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
167,43,0,958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
168,43,0,958,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
169,39,0,962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0
170,39,0,962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,39,0,962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
172,39,0,962,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
173,37,0,964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0
174,37,0,964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
175,37,0,964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0
176,36,0,965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
177,36,0,965,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
178,34,0,967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
179,33,0,968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180,33,0,968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181,33,0,968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
182,33,0,968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
183,32,0,969,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
184,31,0,970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
185,31,0,970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,31,0,970,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
187,29,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,29,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189,29,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
190,29,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191,29,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192,29,0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
193,29,0,972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
195,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
198,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
201,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
203,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,28,0,973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
207,27,0,974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
208,27,0,974,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
209,26,0,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210,26,0,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
211,26,0,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
212,26,0,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
213,26,0,975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
214,25,0,976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
215,25,0,976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
216,25,0,976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217,24,0,977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218,24,0,977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
219,23,0,978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220,23,0,978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
221,23,0,978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
222,23,0,978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
223,22,0,979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
224,21,0,980,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
225,19,0,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
226,19,0,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
227,19,0,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
228,19,0,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
229,19,0,982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230,18,0,983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
231,18,0,983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232,18,0,983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
233,18,0,983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
234,18,0,983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
235,18,0,983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
236,17,0,984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
237,17,0,984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
238,17,0,984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
239,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
240,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
241,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
242,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
243,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
244,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
245,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
246,16,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
